Request_ID,Department,Request_Type,Priority,Channel,First_Response_Time,Number_of_Interactions,Escalated,Resolution_Time,Satisfaction_Score,Status
ADM04478,Finance,Transcript Request,Medium,Phone,2.67,3,0,21.45,3,Resolved
ADM04479,IT,Fee Statement,High,Helpdesk,2.54,3,0,20.64,5,Resolved
ADM04480,IT,Library Issue,High,Helpdesk,4.45,6,0,17.03,4,Resolved
ADM04481,Registrar,Student ID Issue,Low,Email,10.11,4,0,17.66,5,Resolved
ADM04482,Admissions,Payment Issue,Low,Helpdesk,9.17,4,1,56.68,1,Escalated
ADM04483,IT,Payment Issue,Medium,Phone,8.7,2,0,43.62,2,Resolved
ADM04484,IT,Student ID Issue,Medium,Phone,4.45,4,1,23.22,3,Resolved
ADM04485,Registrar,Accommodation Request,High,Portal,2.65,5,0,34.19,3,Resolved
ADM04486,Library,Password Reset,Medium,Phone,2.25,5,0,14.05,4,Resolved
ADM04487,Registrar,Transcript Request,High,Phone,1.79,3,1,35.07,3,Resolved
ADM04488,Finance,Fee Statement,Medium,Portal,3.04,5,0,26.54,2,Resolved
ADM04489,Library,Payment Issue,High,Portal,0.98,5,0,42.51,2,Resolved
ADM04490,IT,Payment Issue,High,Walk-in,2.44,6,1,51.98,2,Escalated
ADM04491,Finance,Student ID Issue,High,Helpdesk,1.75,5,0,12.36,4,Pending
ADM04492,IT,Library Issue,Medium,Helpdesk,3.33,5,0,23.06,5,Pending
ADM04493,IT,Student ID Issue,High,Email,2.8,4,0,14.25,3,Resolved
ADM04494,Library,Student ID Issue,Medium,Portal,8.27,5,1,30.62,4,Resolved
ADM04495,Library,Portal Access,High,Portal,3.81,3,1,21.87,4,Escalated
ADM04496,IT,Fee Statement,Medium,Phone,4.01,4,0,31.81,3,Resolved
ADM04497,Admissions,Exam or Assessment Issue,Medium,Walk-in,4.11,3,0,32.28,2,Resolved
ADM04498,Registrar,Accommodation Request,Critical,Email,1.52,2,0,31.23,2,Resolved
ADM04499,Finance,Student ID Issue,High,Helpdesk,3.01,4,0,13.32,5,Resolved
ADM04500,Admissions,Library Issue,High,Phone,3.84,2,1,19.35,5,Resolved
ADM04501,IT,Accommodation Request,Medium,Email,2.01,3,1,43.0,4,Resolved
ADM04502,Admissions,Application Issue,Critical,Portal,0.36,4,0,27.4,2,Resolved
ADM04503,Finance,Fee Statement,High,Email,4.11,5,0,26.58,3,Resolved
ADM04504,Registrar,Payment Issue,Medium,Portal,8.81,4,1,54.05,1,Resolved
ADM04505,Admissions,Graduation Clearance,High,Email,2.05,4,1,49.28,2,Escalated
ADM04506,Finance,Application Issue,Low,Phone,23.17,4,1,57.33,1,Escalated
ADM04507,Library,Accommodation Request,Low,Phone,10.03,5,0,38.69,2,Resolved
ADM04508,Registrar,Accommodation Request,Medium,Portal,9.12,3,0,38.16,3,Resolved
ADM04509,IT,Fee Statement,Low,Email,12.43,6,1,47.71,2,Resolved
ADM04510,Academic Affairs,Password Reset,High,Phone,3.03,7,0,15.1,3,Resolved
ADM04511,Registrar,Portal Access,Medium,Portal,7.15,3,0,19.68,3,Resolved
ADM04512,Admissions,Payment Issue,Low,Helpdesk,6.66,9,0,47.06,4,Resolved
ADM04513,Registrar,Application Issue,Medium,Portal,2.3,4,0,24.16,4,Pending
ADM04514,IT,Student ID Issue,Medium,Email,5.41,4,0,14.31,3,Resolved
ADM04515,IT,Transcript Request,Low,Phone,7.21,5,1,42.39,4,Escalated
ADM04516,Admissions,Exam or Assessment Issue,Low,Walk-in,14.98,5,0,43.09,4,Resolved
ADM04517,Admissions,Password Reset,Medium,Email,5.63,4,0,15.45,3,Resolved
ADM04518,Student Affairs,Payment Issue,High,Portal,1.05,2,1,41.52,3,Resolved
ADM04519,Registrar,Transcript Request,High,Phone,3.5,3,0,21.25,4,Resolved
ADM04520,Registrar,Exam or Assessment Issue,Low,Email,4.41,6,0,32.09,2,Resolved
ADM04521,Student Affairs,Portal Access,Medium,Email,3.01,3,0,13.08,4,Pending
ADM04522,IT,Exam or Assessment Issue,Medium,Phone,7.6,6,0,44.39,3,Resolved
ADM04523,Student Affairs,Graduation Clearance,Medium,Phone,6.22,3,1,50.43,3,Resolved
ADM04524,IT,Transcript Request,High,Walk-in,1.77,3,0,20.22,4,Resolved
ADM04525,Student Affairs,Student ID Issue,Medium,Portal,3.44,2,0,16.85,4,Resolved
ADM04526,Admissions,Transcript Request,Medium,Portal,7.14,3,0,26.22,4,Resolved
ADM04527,Library,Password Reset,Medium,Portal,3.64,3,1,19.68,4,Resolved
ADM04528,Academic Affairs,Course Registration,Critical,Walk-in,1.97,3,0,21.8,4,Resolved
ADM04529,IT,Password Reset,Medium,Phone,8.95,3,0,17.32,4,Pending
ADM04530,Registrar,Student ID Issue,Medium,Portal,3.06,4,1,19.21,3,Resolved
ADM04531,Finance,Application Issue,Medium,Portal,8.87,8,0,41.6,2,Resolved
ADM04532,Registrar,Course Registration,Medium,Walk-in,4.76,3,1,29.6,2,Resolved
ADM04533,Finance,Portal Access,High,Portal,2.7,2,0,8.42,4,Resolved
ADM04534,Finance,Password Reset,Low,Email,6.86,5,0,17.19,3,Resolved
ADM04535,IT,Course Registration,High,Email,1.03,5,0,23.54,3,Resolved
ADM04536,IT,Accommodation Request,Medium,Helpdesk,8.92,2,0,33.62,2,Resolved
ADM04537,Admissions,Password Reset,Low,Helpdesk,16.6,7,0,32.0,4,Resolved
ADM04538,IT,Course Registration,Low,Portal,13.21,1,0,22.04,5,Resolved
ADM04539,Registrar,Fee Statement,High,Portal,0.66,6,0,23.2,4,Pending
ADM04540,Registrar,Application Issue,Medium,Email,9.38,5,1,48.75,1,Resolved
ADM04541,Registrar,Payment Issue,Medium,Email,5.01,6,0,43.9,2,Resolved
ADM04542,Admissions,Transcript Request,Low,Portal,12.33,4,0,38.1,2,Resolved
ADM04543,Registrar,Course Registration,High,Email,1.8,4,0,19.18,3,Resolved
ADM04544,Finance,Payment Issue,High,Phone,4.51,6,0,45.69,4,Resolved
ADM04545,Admissions,Password Reset,High,Portal,2.05,4,0,16.18,5,Resolved
ADM04546,Student Affairs,Exam or Assessment Issue,Medium,Walk-in,3.39,4,0,33.74,4,Resolved
ADM04547,Registrar,Payment Issue,Medium,Phone,6.0,1,1,45.65,3,Resolved
ADM04548,IT,Accommodation Request,Medium,Email,8.25,2,0,40.04,4,Resolved
ADM04549,IT,Library Issue,Low,Email,11.43,6,0,33.7,3,Resolved
ADM04550,Library,Library Issue,High,Helpdesk,3.43,2,0,14.16,3,Resolved
ADM04551,Academic Affairs,Application Issue,High,Walk-in,1.87,5,0,32.83,3,Resolved
ADM04552,Registrar,Graduation Clearance,High,Portal,3.74,8,0,48.39,2,Resolved
ADM04553,Registrar,Course Registration,Medium,Email,7.35,5,1,38.06,3,Escalated
ADM04554,Student Affairs,Accommodation Request,High,Helpdesk,3.56,3,0,31.77,3,Resolved
ADM04555,Admissions,Transcript Request,High,Email,3.41,4,0,24.02,4,Resolved
ADM04556,IT,Portal Access,Medium,Email,3.25,3,0,11.43,5,Resolved
ADM04557,IT,Student ID Issue,Medium,Helpdesk,9.1,9,0,25.65,4,Resolved
ADM04558,IT,Application Issue,Medium,Walk-in,6.69,6,0,33.15,3,Pending
ADM04559,Academic Affairs,Student ID Issue,Low,Phone,11.65,5,0,24.44,2,Resolved
ADM04560,Academic Affairs,Library Issue,High,Email,1.28,3,0,16.66,3,Resolved
ADM04561,IT,Exam or Assessment Issue,Medium,Portal,8.27,3,0,40.12,3,Resolved
ADM04562,Finance,Fee Statement,Medium,Phone,6.07,3,1,40.43,2,Escalated
ADM04563,Student Affairs,Portal Access,Medium,Walk-in,3.18,2,0,10.25,3,Resolved
ADM04564,Registrar,Portal Access,Medium,Portal,9.37,3,0,16.04,3,Resolved
ADM04565,Finance,Student ID Issue,Low,Helpdesk,6.12,2,1,20.88,5,Escalated
ADM04566,Student Affairs,Fee Statement,Critical,Email,1.14,2,0,24.54,4,Resolved
ADM04567,Finance,Graduation Clearance,Low,Email,16.21,5,0,53.25,3,Resolved
ADM04568,Finance,Graduation Clearance,High,Portal,5.0,4,0,42.52,3,Resolved
ADM04569,Registrar,Graduation Clearance,High,Phone,1.13,5,0,36.9,3,Resolved
ADM04570,Student Affairs,Password Reset,Low,Phone,16.27,4,1,33.32,4,Resolved
ADM04571,Admissions,Exam or Assessment Issue,High,Phone,2.65,4,0,29.74,4,Resolved
ADM04572,IT,Payment Issue,Medium,Email,4.06,4,0,37.97,2,Resolved
ADM04573,Finance,Application Issue,Medium,Helpdesk,9.54,6,1,44.74,3,Resolved
ADM04574,Library,Accommodation Request,Medium,Email,8.33,7,0,45.65,4,Resolved
ADM04575,Library,Portal Access,Medium,Email,8.22,3,0,17.07,4,Resolved
ADM04576,Finance,Student ID Issue,Low,Phone,21.98,1,0,34.33,3,Resolved
ADM04577,Admissions,Payment Issue,High,Email,3.76,6,0,43.84,3,Resolved
ADM04578,Registrar,Library Issue,Medium,Portal,6.05,8,0,21.28,5,Resolved
ADM04579,Academic Affairs,Accommodation Request,Low,Portal,11.83,4,0,41.64,4,Resolved
ADM04580,IT,Student ID Issue,High,Email,3.67,3,1,22.69,5,Resolved
ADM04581,Academic Affairs,Application Issue,High,Email,3.21,7,1,41.23,2,Resolved
ADM04582,Finance,Transcript Request,Medium,Portal,6.34,3,0,20.53,3,Resolved
ADM04583,Library,Portal Access,Low,Portal,15.78,5,0,23.4,3,Resolved
ADM04584,Library,Exam or Assessment Issue,Medium,Portal,7.24,5,1,52.41,1,Escalated
ADM04585,IT,Graduation Clearance,Low,Phone,23.37,6,0,57.44,1,Resolved
ADM04586,Academic Affairs,Library Issue,Medium,Email,8.03,4,0,22.44,4,Resolved
ADM04587,Finance,Application Issue,High,Phone,1.29,4,0,25.16,4,Resolved
ADM04588,Registrar,Course Registration,Low,Phone,13.34,5,0,27.6,4,Resolved
ADM04589,IT,Library Issue,Medium,Walk-in,7.43,5,0,22.11,3,Resolved
ADM04590,IT,Accommodation Request,High,Walk-in,1.29,4,0,33.29,2,Resolved
ADM04591,IT,Course Registration,Low,Email,22.65,2,1,46.24,2,Resolved
ADM04592,Registrar,Library Issue,Low,Email,5.54,3,0,24.86,4,Resolved
ADM04593,Admissions,Student ID Issue,Medium,Phone,6.89,4,0,15.84,4,Pending
ADM04594,Finance,Graduation Clearance,High,Walk-in,4.89,2,0,36.39,4,Resolved
ADM04595,Admissions,Transcript Request,High,Email,3.78,5,0,21.36,3,Resolved
ADM04596,IT,Payment Issue,High,Portal,3.55,5,0,41.9,4,Resolved
ADM04597,Library,Transcript Request,Medium,Walk-in,9.98,6,0,38.07,3,Resolved
ADM04598,Finance,Transcript Request,High,Walk-in,4.06,6,0,29.76,3,Resolved
ADM04599,Admissions,Student ID Issue,Low,Phone,23.41,4,1,37.92,2,Escalated
ADM04600,Finance,Fee Statement,Medium,Email,7.59,3,0,32.02,2,Resolved
ADM04601,Registrar,Library Issue,Medium,Email,7.32,5,0,20.61,3,Resolved
ADM04602,Library,Payment Issue,Low,Portal,19.25,2,0,49.67,2,Resolved
ADM04603,Student Affairs,Password Reset,Medium,Email,3.51,3,0,11.68,3,Resolved
ADM04604,Finance,Graduation Clearance,Medium,Helpdesk,8.45,3,0,43.22,3,Resolved
ADM04605,Library,Student ID Issue,Medium,Email,9.76,4,0,22.15,4,Pending
ADM04606,Student Affairs,Fee Statement,Medium,Email,6.89,5,0,32.94,3,Resolved
ADM04607,Student Affairs,Student ID Issue,High,Email,0.56,5,0,17.47,4,Resolved
ADM04608,Registrar,Graduation Clearance,High,Phone,0.82,6,0,41.68,2,Resolved
ADM04609,Academic Affairs,Exam or Assessment Issue,Medium,Portal,3.88,4,1,42.08,4,Escalated
ADM04610,Finance,Fee Statement,Medium,Phone,5.93,5,1,44.36,4,Resolved
ADM04611,Finance,Transcript Request,Medium,Helpdesk,5.31,3,1,37.12,2,Escalated
ADM04612,Registrar,Graduation Clearance,Low,Portal,23.58,6,0,68.39,1,Resolved
ADM04613,Admissions,Portal Access,High,Email,4.76,7,0,16.42,4,Resolved
ADM04614,Registrar,Portal Access,Low,Walk-in,11.85,2,1,33.71,2,Resolved
ADM04615,Finance,Course Registration,Low,Walk-in,19.89,4,0,37.3,3,Resolved
ADM04616,Finance,Password Reset,Low,Email,16.73,4,0,32.0,2,Resolved
ADM04617,Library,Graduation Clearance,High,Email,1.59,2,0,32.26,3,Resolved
ADM04618,Student Affairs,Payment Issue,Low,Walk-in,22.62,3,0,58.97,1,Resolved
ADM04619,Finance,Exam or Assessment Issue,High,Portal,1.67,1,0,25.66,3,Resolved
ADM04620,Student Affairs,Graduation Clearance,Low,Portal,21.41,5,0,56.35,2,Resolved
ADM04621,Student Affairs,Fee Statement,High,Walk-in,3.37,4,1,33.64,4,Resolved
ADM04622,Library,Library Issue,High,Email,3.3,4,0,17.35,4,Resolved
ADM04623,Registrar,Transcript Request,Medium,Phone,8.71,3,0,27.81,2,Resolved
ADM04624,IT,Accommodation Request,High,Email,2.72,3,0,30.48,2,Resolved
ADM04625,Academic Affairs,Library Issue,High,Email,4.34,4,0,15.98,5,Resolved
ADM04626,IT,Library Issue,High,Phone,2.98,4,1,27.92,2,Resolved
ADM04627,Finance,Fee Statement,High,Email,4.93,5,0,30.54,3,Resolved
ADM04628,Admissions,Payment Issue,Medium,Phone,7.28,4,0,44.8,4,Resolved
ADM04629,IT,Transcript Request,Medium,Email,4.99,5,0,29.28,3,Resolved
ADM04630,Admissions,Transcript Request,Critical,Email,1.57,5,0,24.36,2,Resolved
ADM04631,Registrar,Payment Issue,Medium,Email,6.08,4,0,47.77,4,Resolved
ADM04632,Finance,Portal Access,Critical,Walk-in,1.65,3,0,9.21,4,Resolved
ADM04633,Library,Application Issue,Medium,Portal,8.67,5,0,33.94,4,Resolved
ADM04634,Student Affairs,Course Registration,Medium,Portal,6.94,6,0,29.38,3,Pending
ADM04635,Registrar,Student ID Issue,High,Portal,4.42,7,1,31.93,3,Resolved
ADM04636,Academic Affairs,Course Registration,High,Phone,2.32,2,0,20.91,5,Resolved
ADM04637,Finance,Portal Access,Medium,Email,2.46,4,1,21.96,4,Resolved
ADM04638,IT,Fee Statement,Low,Helpdesk,17.25,4,0,39.35,3,Resolved
ADM04639,Library,Fee Statement,High,Helpdesk,3.94,3,0,24.39,2,Resolved
ADM04640,Student Affairs,Password Reset,Critical,Portal,0.33,6,0,13.24,4,Resolved
ADM04641,Academic Affairs,Course Registration,Medium,Portal,8.17,2,0,24.03,4,Resolved
ADM04642,Finance,Course Registration,Low,Helpdesk,16.78,5,0,40.02,2,Resolved
ADM04643,Student Affairs,Student ID Issue,Medium,Portal,2.93,3,0,15.7,5,Resolved
ADM04644,Registrar,Fee Statement,High,Helpdesk,2.93,4,0,25.22,2,Resolved
ADM04645,IT,Library Issue,Low,Email,6.17,1,0,15.74,4,Resolved
ADM04646,Library,Course Registration,Medium,Portal,4.57,4,0,19.63,5,Resolved
ADM04647,IT,Student ID Issue,Low,Helpdesk,20.08,3,0,29.7,2,Resolved
ADM04648,Finance,Payment Issue,Medium,Email,2.81,5,1,46.76,2,Resolved
ADM04649,Student Affairs,Accommodation Request,Medium,Email,5.68,3,0,30.24,4,Resolved
ADM04650,Registrar,Payment Issue,Medium,Phone,6.85,6,0,52.0,1,Resolved
ADM04651,Registrar,Student ID Issue,High,Helpdesk,4.73,6,0,18.49,3,Resolved
ADM04652,IT,Library Issue,Medium,Email,7.9,4,0,23.1,5,Resolved
ADM04653,Admissions,Password Reset,Medium,Helpdesk,3.11,3,1,22.62,4,Resolved
ADM04654,Student Affairs,Fee Statement,Medium,Phone,9.75,2,0,31.75,3,Resolved
ADM04655,Finance,Password Reset,High,Helpdesk,2.65,1,1,12.87,4,Escalated
ADM04656,Registrar,Password Reset,High,Phone,2.16,7,0,21.22,5,Resolved
ADM04657,Student Affairs,Student ID Issue,Low,Phone,6.57,4,0,17.32,5,Pending
ADM04658,Admissions,Fee Statement,Low,Walk-in,22.67,2,0,44.4,2,Resolved
ADM04659,Registrar,Transcript Request,Medium,Email,6.69,3,0,25.95,4,Resolved
ADM04660,IT,Accommodation Request,High,Helpdesk,4.95,4,0,35.64,3,Resolved
ADM04661,Admissions,Course Registration,Medium,Email,3.39,2,0,22.25,3,Resolved
ADM04662,IT,Password Reset,Medium,Email,6.37,4,0,13.37,5,Resolved
ADM04663,Admissions,Payment Issue,High,Phone,0.99,1,0,31.22,4,Resolved
ADM04664,Student Affairs,Transcript Request,Medium,Email,6.19,4,1,39.65,2,Resolved
ADM04665,Student Affairs,Transcript Request,Medium,Walk-in,9.12,4,1,40.24,3,Resolved
ADM04666,IT,Library Issue,Low,Walk-in,6.19,7,1,36.64,3,Escalated
ADM04667,Registrar,Password Reset,Low,Email,9.39,5,0,20.56,3,Resolved
ADM04668,Student Affairs,Graduation Clearance,Medium,Email,7.46,4,0,39.83,4,Resolved
ADM04669,IT,Password Reset,Medium,Portal,2.61,2,0,6.69,5,Resolved
ADM04670,IT,Application Issue,Critical,Helpdesk,1.02,4,0,28.23,2,Resolved
ADM04671,Finance,Student ID Issue,Low,Walk-in,10.66,4,0,24.56,2,Resolved
ADM04672,Student Affairs,Library Issue,Medium,Email,8.71,8,0,29.36,2,Resolved
ADM04673,IT,Transcript Request,Medium,Helpdesk,2.39,3,0,25.94,3,Resolved
ADM04674,Registrar,Transcript Request,Medium,Email,8.91,6,0,32.75,2,Resolved
ADM04675,Admissions,Application Issue,High,Portal,3.67,5,0,31.86,4,Resolved
ADM04676,Student Affairs,Course Registration,High,Email,1.84,2,0,15.84,4,Resolved
ADM04677,Registrar,Portal Access,Critical,Portal,0.56,2,1,17.82,3,Escalated
ADM04678,Academic Affairs,Payment Issue,Low,Phone,23.0,3,0,55.34,1,Resolved
ADM04679,IT,Portal Access,Low,Portal,15.08,8,1,37.23,4,Escalated
ADM04680,IT,Password Reset,Low,Walk-in,10.9,4,0,18.03,4,Pending
ADM04681,Finance,Fee Statement,Medium,Phone,2.36,3,0,29.96,4,Resolved
ADM04682,Finance,Exam or Assessment Issue,Medium,Email,3.33,4,0,29.87,4,Resolved
ADM04683,Academic Affairs,Library Issue,High,Portal,3.19,1,0,13.13,3,Resolved
ADM04684,Finance,Password Reset,Medium,Email,6.1,8,0,20.37,5,Resolved
ADM04685,Library,Course Registration,High,Portal,3.91,5,0,21.08,4,Resolved
ADM04686,Finance,Portal Access,Medium,Portal,8.68,3,0,15.74,4,Resolved
ADM04687,Registrar,Password Reset,Medium,Email,5.18,4,0,13.72,3,Resolved
ADM04688,Registrar,Exam or Assessment Issue,Medium,Portal,2.81,2,0,25.22,4,Resolved
ADM04689,Admissions,Payment Issue,Low,Helpdesk,19.83,6,0,55.45,1,Resolved
ADM04690,Academic Affairs,Transcript Request,High,Portal,2.99,6,0,25.24,2,Resolved
ADM04691,Finance,Student ID Issue,Low,Helpdesk,23.6,5,0,35.25,2,Pending
ADM04692,Finance,Accommodation Request,High,Portal,4.08,6,0,33.61,3,Pending
ADM04693,Finance,Password Reset,Medium,Helpdesk,4.63,4,1,25.29,2,Escalated
ADM04694,Admissions,Course Registration,High,Portal,2.43,4,0,25.31,4,Resolved
ADM04695,Admissions,Library Issue,High,Walk-in,1.56,3,1,22.13,3,Escalated
ADM04696,Student Affairs,Fee Statement,Medium,Portal,6.1,9,0,40.71,3,Resolved
ADM04697,Admissions,Payment Issue,Medium,Email,7.69,3,0,44.25,2,Resolved
ADM04698,Admissions,Graduation Clearance,Low,Walk-in,16.25,3,0,49.94,3,Resolved
ADM04699,Registrar,Application Issue,Medium,Walk-in,4.74,5,0,33.62,3,Resolved
ADM04700,Academic Affairs,Course Registration,Low,Walk-in,20.47,2,0,38.4,4,Resolved
ADM04701,Finance,Portal Access,Medium,Email,2.84,4,0,7.44,5,Resolved
ADM04702,Registrar,Student ID Issue,Low,Phone,6.85,2,0,15.29,3,Resolved
ADM04703,IT,Portal Access,Critical,Email,0.93,2,0,4.69,4,Resolved
ADM04704,IT,Transcript Request,Medium,Email,7.62,3,0,27.03,4,Resolved
ADM04705,Admissions,Exam or Assessment Issue,High,Helpdesk,3.62,5,1,43.04,3,Resolved
ADM04706,Admissions,Student ID Issue,Low,Portal,11.33,4,0,20.63,5,Pending
ADM04707,Library,Portal Access,Medium,Helpdesk,7.57,3,0,21.96,4,Resolved
ADM04708,Registrar,Library Issue,Medium,Portal,2.48,3,0,17.95,4,Pending
ADM04709,Student Affairs,Portal Access,Medium,Helpdesk,4.32,3,0,8.28,3,Resolved
ADM04710,IT,Payment Issue,High,Phone,3.62,1,0,38.46,2,Resolved
ADM04711,Admissions,Payment Issue,Critical,Portal,0.53,4,0,36.44,3,Resolved
ADM04712,Admissions,Accommodation Request,Medium,Portal,3.7,3,0,28.45,2,Resolved
ADM04713,Finance,Portal Access,High,Walk-in,0.89,5,0,16.92,4,Resolved
ADM04714,Library,Library Issue,High,Walk-in,2.14,6,0,19.19,5,Resolved
ADM04715,Admissions,Library Issue,Critical,Portal,1.68,4,1,31.17,4,Resolved
ADM04716,Finance,Password Reset,Medium,Phone,8.69,5,0,16.04,5,Resolved
ADM04717,IT,Fee Statement,Critical,Portal,1.75,2,0,21.11,5,Resolved
ADM04718,Academic Affairs,Student ID Issue,High,Phone,0.67,4,0,12.14,5,Resolved
ADM04719,Admissions,Course Registration,Low,Helpdesk,23.87,3,0,45.19,4,Resolved
ADM04720,Academic Affairs,Application Issue,Medium,Email,6.02,2,0,28.26,4,Resolved
ADM04721,Finance,Student ID Issue,Medium,Phone,8.98,2,0,19.14,4,Resolved
ADM04722,Registrar,Student ID Issue,Medium,Portal,9.24,4,1,37.73,2,Resolved
ADM04723,Registrar,Transcript Request,High,Portal,2.82,9,1,41.21,4,Escalated
ADM04724,Admissions,Graduation Clearance,High,Helpdesk,0.73,3,1,45.84,3,Resolved
ADM04725,Registrar,Student ID Issue,High,Portal,3.19,3,0,9.96,4,Resolved
ADM04726,Registrar,Transcript Request,Medium,Email,4.67,3,0,19.23,3,Resolved
ADM04727,Academic Affairs,Password Reset,Low,Walk-in,8.14,3,0,11.88,4,Resolved
ADM04728,Student Affairs,Exam or Assessment Issue,Medium,Portal,3.46,4,1,45.07,4,Escalated
ADM04729,Library,Fee Statement,High,Portal,3.02,5,0,24.7,2,Resolved
ADM04730,Registrar,Library Issue,Low,Email,6.09,2,0,21.78,3,Resolved
ADM04731,Registrar,Accommodation Request,Medium,Email,8.57,2,0,31.18,2,Resolved
ADM04732,Registrar,Library Issue,Medium,Email,3.82,3,0,17.55,3,Pending
ADM04733,IT,Portal Access,Low,Phone,14.99,4,0,25.55,3,Resolved
ADM04734,Academic Affairs,Application Issue,Medium,Portal,3.0,4,1,34.8,2,Resolved
ADM04735,Admissions,Fee Statement,Low,Portal,21.19,7,0,48.27,1,Resolved
ADM04736,Registrar,Fee Statement,Critical,Email,1.45,3,0,23.13,4,Resolved
ADM04737,Admissions,Password Reset,Low,Email,8.13,6,0,17.15,4,Resolved
ADM04738,Finance,Application Issue,High,Email,3.72,2,1,32.26,4,Escalated
ADM04739,Finance,Graduation Clearance,Low,Phone,5.66,5,0,44.01,4,Resolved
ADM04740,IT,Portal Access,High,Email,3.97,6,0,12.18,5,Resolved
ADM04741,IT,Portal Access,Medium,Helpdesk,5.92,2,0,9.53,3,Resolved
ADM04742,Registrar,Accommodation Request,High,Portal,1.04,5,0,30.98,2,Resolved
ADM04743,Registrar,Course Registration,High,Portal,2.98,3,0,19.96,4,Resolved
ADM04744,Academic Affairs,Library Issue,Medium,Portal,3.61,5,0,21.61,4,Resolved
ADM04745,Finance,Student ID Issue,High,Portal,3.53,3,0,11.92,4,Resolved
ADM04746,Registrar,Application Issue,Medium,Walk-in,7.67,5,0,31.76,3,Resolved
ADM04747,Registrar,Portal Access,High,Helpdesk,3.92,2,1,17.79,3,Resolved
ADM04748,Registrar,Portal Access,Medium,Email,9.16,7,0,24.25,2,Pending
ADM04749,Finance,Course Registration,High,Phone,3.45,3,0,16.38,3,Pending
ADM04750,Library,Fee Statement,High,Phone,2.71,8,0,31.39,2,Pending
ADM04751,Finance,Graduation Clearance,Low,Helpdesk,21.08,6,1,65.26,1,Resolved
ADM04752,Admissions,Portal Access,Medium,Portal,9.2,3,0,11.75,3,Resolved
ADM04753,IT,Exam or Assessment Issue,High,Email,4.02,3,0,29.31,4,Pending
ADM04754,Admissions,Exam or Assessment Issue,High,Portal,4.74,5,0,34.37,4,Resolved
ADM04755,Student Affairs,Accommodation Request,Critical,Portal,1.96,5,1,45.13,4,Escalated
ADM04756,Student Affairs,Portal Access,Medium,Walk-in,4.01,6,1,27.79,2,Resolved
ADM04757,Registrar,Graduation Clearance,Medium,Helpdesk,3.47,2,0,32.6,4,Resolved
ADM04758,Library,Portal Access,Medium,Email,5.59,2,0,11.66,3,Pending
ADM04759,Admissions,Course Registration,Medium,Walk-in,9.98,3,0,26.0,4,Resolved
ADM04760,Academic Affairs,Accommodation Request,Medium,Helpdesk,2.71,4,0,35.36,2,Resolved
ADM04761,Admissions,Payment Issue,Medium,Helpdesk,7.7,4,0,46.52,3,Resolved
ADM04762,Academic Affairs,Transcript Request,Low,Walk-in,21.02,7,0,51.17,2,Resolved
ADM04763,Library,Course Registration,Medium,Phone,9.97,4,0,27.85,2,Pending
ADM04764,Finance,Fee Statement,Low,Email,16.39,1,0,39.39,3,Resolved
ADM04765,Admissions,Fee Statement,High,Helpdesk,2.21,5,0,27.23,3,Resolved
ADM04766,Academic Affairs,Application Issue,Medium,Portal,3.33,5,0,31.05,4,Resolved
ADM04767,Student Affairs,Course Registration,Medium,Email,9.85,4,0,26.15,3,Resolved
ADM04768,Registrar,Password Reset,Medium,Portal,9.39,8,0,24.71,4,Resolved
ADM04769,IT,Course Registration,Low,Phone,20.09,7,0,37.94,3,Resolved
ADM04770,Finance,Payment Issue,High,Portal,4.75,3,1,52.55,3,Resolved
ADM04771,Registrar,Portal Access,Medium,Walk-in,2.49,3,0,11.57,4,Pending
ADM04772,Admissions,Course Registration,High,Portal,3.34,6,0,25.77,4,Pending
ADM04773,Finance,Password Reset,Medium,Email,4.2,3,0,11.4,5,Resolved
ADM04774,Student Affairs,Student ID Issue,High,Email,3.95,1,0,15.2,5,Resolved
ADM04775,Finance,Password Reset,Medium,Portal,2.77,2,0,9.12,4,Resolved
ADM04776,Student Affairs,Fee Statement,Low,Email,9.17,5,0,31.23,3,Pending
ADM04777,Registrar,Payment Issue,High,Portal,4.33,3,0,36.05,4,Resolved
ADM04778,Finance,Portal Access,Medium,Email,8.0,4,0,17.78,4,Resolved
ADM04779,Finance,Exam or Assessment Issue,High,Helpdesk,4.96,4,0,30.28,3,Resolved
ADM04780,Finance,Password Reset,Medium,Portal,7.15,11,0,22.53,4,Pending
ADM04781,Registrar,Payment Issue,High,Phone,1.86,4,0,35.73,2,Resolved
ADM04782,Registrar,Student ID Issue,High,Email,2.97,4,0,15.33,4,Resolved
ADM04783,IT,Exam or Assessment Issue,Critical,Email,1.9,3,0,31.85,4,Resolved
ADM04784,Finance,Accommodation Request,Medium,Phone,7.21,2,0,37.87,3,Resolved
ADM04785,Admissions,Accommodation Request,Medium,Phone,9.05,4,0,40.95,4,Pending
ADM04786,Finance,Accommodation Request,Critical,Email,0.24,2,1,36.27,4,Resolved
ADM04787,Student Affairs,Graduation Clearance,High,Email,2.16,1,0,31.4,4,Resolved
ADM04788,Student Affairs,Student ID Issue,Low,Helpdesk,22.71,5,0,36.43,3,Resolved
ADM04789,Admissions,Portal Access,Medium,Portal,2.31,5,0,11.83,5,Resolved
ADM04790,Finance,Transcript Request,Low,Email,14.38,3,0,35.02,3,Resolved
ADM04791,Registrar,Transcript Request,Critical,Email,0.82,5,0,25.32,4,Resolved
